treeId,cellId,latitude,longitude,species
2134808,64,40.717357424469306,-73.99924248166117,maidenhair tree
2137201,65,40.71211936230952,-73.97811864395042,red maple
2137200,65,40.71220195262113,-73.97806977052534,Thornless honeylocust
5028322,65,40.71257365126841,-73.97800445983441,maidenhair tree
5028321,65,40.71286772780195,-73.97785177064671,maidenhair tree
15197134,65,40.71299870247729,-73.97779724254596,swamp white oak
2123399,65,40.71308369090641,-73.97773963945288,maidenhair tree
12163044,65,40.713298122421065,-73.9777596567799,'Magyar' Ginkgo
2125118,65,40.71230113334891,-73.97857328175398,London planetree
12163045,65,40.7133231533985,-73.97783323099962,'Magyar' Ginkgo
4598994,65,40.71240360261364,-73.9785203976959,maidenhair tree
4598996,65,40.71239929468552,-73.97859517624687,maidenhair tree
2125119,65,40.71229360031062,-73.97868828283173,London planetree
4599006,65,40.712393532979114,-73.97869076083641,maidenhair tree
4999996,65,40.712386825202046,-73.97879461428691,maidenhair tree
6423226,65,40.713385980240844,-73.97835213098759,Callery pear
15197125,65,40.713566417020175,-73.97829828698525,swamp white oak
15197128,65,40.71343057108522,-73.97848277678833,swamp white oak
15197129,65,40.71346411898492,-73.9785903967133,swamp white oak
15197130,65,40.71349570603735,-73.97868588897416,swamp white oak
2123380,65,40.71364964877373,-73.97863612890265,Callery pear
2123397,66,40.71350948806103,-73.97876264391988,littleleaf linden
2123396,66,40.71353400285556,-73.97884377521315,London planetree
262465,66,40.71357439252082,-73.9789713373105,Callery pear
2123382,66,40.713739591686746,-73.9789211767368,Callery pear
15192614,66,40.71360977721006,-73.97909454319719,'Autumn Blaze' Red maple
15197131,66,40.713762966430735,-73.9790132603273,'Shawnee Brave' Bald cypress
2123383,66,40.71393552748075,-73.97958027007013,London planetree
2116215,66,40.71384405455534,-73.97983473353116,swamp white oak
2116204,66,40.71370923155417,-73.97993436443402,English oak
2116203,66,40.713697469427935,-73.98004147080262,swamp white oak
6418422,66,40.71410849906822,-73.97977225846812,Callery pear
15197137,66,40.71354008708664,-73.98039083318753,'Greenspire' Littleleaf linden
15197136,66,40.71353177061686,-73.98052313062013,'Greenspire' Littleleaf linden
2116216,66,40.713964850106656,-73.98023885905846,swamp white oak
2121484,66,40.71412382598057,-73.98016493613596,London planetree
15197135,66,40.71351905404457,-73.9806093016852,'Greenspire' Littleleaf linden
2116202,66,40.71364211039601,-73.98054558319703,swamp white oak
2121483,66,40.71415214602165,-73.98026038145598,London planetree
2143768,66,40.71327708088346,-73.98091998252275,American hornbeam
2116217,66,40.71401040568105,-73.98038915724868,swamp white oak
13852125,66,40.713371120184426,-73.98092891642897,common hackberry
2121482,67,40.714178473168765,-73.98034910448955,Callery pear
2121481,67,40.7142103838867,-73.98045664738146,American sycamore
2143769,67,40.71346237851318,-73.98104409163956,'Green leaf' Japanese flowering cherry
2121480,67,40.714241696606244,-73.9805621742635,London planetree
2116295,67,40.71358514307812,-73.9810646845762,silver linden
2143770,67,40.713447612633615,-73.9811717621951,'Green leaf' Japanese flowering cherry
2121479,67,40.71426941842111,-73.98065560230357,London planetree
2143771,67,40.71343730058699,-73.98126091729208,'Green leaf' Japanese flowering cherry
2116296,67,40.71357241329485,-73.98117743606583,silver linden
2116297,67,40.71356266517886,-73.98126378508034,silver linden
2116184,67,40.71399244982617,-73.98097893221708,London planetree
2116298,67,40.71355259266372,-73.98135298834582,silver linden
2116183,67,40.71409072651959,-73.98099242295952,London planetree
2116299,67,40.713537525447116,-73.98148643584511,silver linden
2121478,67,40.71436016432184,-73.98096142916427,Callery pear
2116300,67,40.71352656711434,-73.98158348867072,silver linden
2116180,67,40.714136805067504,-73.98116119976949,London planetree
2116179,67,40.71412431815354,-73.9812911510124,London planetree
2116178,67,40.71410871874299,-73.98141106449414,London planetree
6423227,67,40.714438748902225,-73.98121067931743,Callery pear
13851726,67,40.71409593936436,-73.9815340102047,'Exclamation' London planetree
2121477,68,40.71448162235751,-73.98137076987743,London planetree
2116176,68,40.714082713370345,-73.98166124481821,London planetree
2116175,68,40.714069413583594,-73.98178919558353,Thornless honeylocust
13852124,68,40.71405603942953,-73.98191786099693,'Village Green' Zelkova
2145917,68,40.71418641750423,-73.98190455181029,London planetree
